# 2023-01-31 00:44:08.782709
LOCATION	TRANSLITERATE	TRANSLATE
(85,21,3)	قُرْءَانٌ	Quran
(85,21,4)	مَّجِيدٌ	agung/mulia
(85,22,1)	فِى	pada
(85,22,2)	لَوْحٍ	papan/batu tulis
(85,22,3)	مَّحْفُوظٍۭ	terpelihara
(86,1,1)	وَٱلسَّمَآءِ	dan langit
(86,1,2)	وَٱلطَّارِقِ	dan yang datang di malam hari
(86,2,1)	وَمَآ	dan apa
(86,2,2)	أَدْرَىٰكَ	kamu tahu
(86,2,3)	مَا	apa
(86,2,4)	ٱلطَّارِقُ	yang datang dimalam hari
(86,3,1)	ٱلنَّجْمُ	bintang
(86,3,2)	ٱلثَّاقِبُ	cemerlang/menembus
(86,4,1)	إِن	tidak
(86,4,2)	كُلُّ	setiap
(86,4,3)	نَفْسٍ	jiwa/diri
(86,4,4)	لَّمَّا	melainkan
(86,4,5)	عَلَيْهَا	atasnya
(86,4,6)	حَافِظٌ	penjaga
(86,5,1)	فَلْيَنظُرِ	maka hendaklah memperhatikan
(86,5,2)	ٱلْإِنسَٰنُ	manusia
(86,5,3)	مِمَّ	dari apa
(86,5,4)	خُلِقَ	ia diciptakan
(86,6,1)	خُلِقَ	ia diciptakan
(86,6,2)	مِن	dari
(86,6,3)	مَّآءٍ	air
(86,6,4)	دَافِقٍ	terpancar
(86,7,1)	يَخْرُجُ	ia keluar
(86,7,2)	مِنۢ	dari
(86,7,3)	بَيْنِ	antara
(86,7,4)	ٱلصُّلْبِ	tulang belakang
(86,7,5)	وَٱلتَّرَآئِبِ	dan tulang dada
(86,8,1)	إِنَّهُۥ	sesungguhnya Dia
(86,8,2)	عَلَىٰ	atas
(86,8,3)	رَجْعِهِۦ	mengembalikanya
(86,8,4)	لَقَادِرٌ	benar-benar berkuasa
(86,9,1)	يَوْمَ	hari
(86,9,2)	تُبْلَى	dibuka/dinampakkan
(86,9,3)	ٱلسَّرَآئِرُ	rahasia-rahasia
(86,10,1)	فَمَا	maka tidak
(86,10,2)	لَهُۥ	baginya
(86,10,3)	مِن	dari
(86,10,4)	قُوَّةٍ	kekuatan
(86,10,5)	وَلَا	dan tidak
(86,10,6)	نَاصِرٍ	seorang penolong
(86,11,1)	وَٱلسَّمَآءِ	dan langit
(86,11,2)	ذَاتِ	mempunyai/mengandung
(86,11,3)	ٱلرَّجْعِ	air/hujan
(86,12,1)	وَٱلْأَرْضِ	dan bumi
(86,12,2)	ذَاتِ	mempunyai
(86,12,3)	ٱلصَّدْعِ	tumbuh-tumbuhan
(86,13,1)	إِنَّهُۥ	sesungguhnya ia (Al Qur'an)
(86,13,2)	لَقَوْلٌ	perkataan/firman
(86,13,3)	فَصْلٌ	terpisah
(86,14,1)	وَمَا	dan tidak
(86,14,2)	هُوَ	ia (Al Qur'an)
(86,14,3)	بِٱلْهَزْلِ	dengan sia-sia/senda gurau
(86,15,1)	إِنَّهُمْ	sesungguhnya mereka
(86,15,2)	يَكِيدُونَ	mereka membuat tipu daya
(86,15,3)	كَيْدًا	tipu daya
(86,16,1)	وَأَكِيدُ	dan AKu membuat tipu daya
(86,16,2)	كَيْدًا	tipu daya
(86,17,1)	فَمَهِّلِ	maka beri tangguhlah
(86,17,2)	ٱلْكَٰفِرِينَ	orang-orang kafir
(86,17,3)	أَمْهِلْهُمْ	beritangguhlah mereka
(86,17,4)	رُوَيْدًۢا	sedikit/sebentar
(87,1,1)	سَبِّحِ	sucikanlah
(87,1,2)	ٱسْمَ	nama
(87,1,3)	رَبِّكَ	Tuhanmu
(87,1,4)	ٱلْأَعْلَى	Maha Tinggi
(87,2,1)	ٱلَّذِى	yang
(87,2,2)	خَلَقَ	Dia menciptakan
(87,2,3)	فَسَوَّىٰ	lalu Dia menyempurnakan
(87,3,1)	وَٱلَّذِى	dan yang
(87,3,2)	قَدَّرَ	Dia menentukan
(87,3,3)	فَهَدَىٰ	lalu Dia memberi petunjuk
(87,4,1)	وَٱلَّذِىٓ	dan yang
(87,4,2)	أَخْرَجَ	Dia keluarkan
(87,4,3)	ٱلْمَرْعَىٰ	rumput-rumputan
(87,5,1)	فَجَعَلَهُۥ	lalu Dia jadikannya
(87,5,2)	غُثَآءً	kering
(87,5,3)	أَحْوَىٰ	kehitam-hitaman
(87,6,1)	سَنُقْرِئُكَ	Kami bacakan kepadamu
(87,6,2)	فَلَا	maka tidak
(87,6,3)	تَنسَىٰٓ	kamu lupa
(87,7,1)	إِلَّا	kecuali
(87,7,2)	مَا	apa
(87,7,3)	شَآءَ	dikehendaki
(87,7,4)	ٱللَّهُۚ	Allah
(87,7,5)	إِنَّهُۥ	sesungguhnya Dia
(87,7,6)	يَعْلَمُ	mengetahui
(87,7,7)	ٱلْجَهْرَ	terang
(87,7,8)	وَمَا	dan apa
(87,7,9)	يَخْفَىٰ	tersembunyi
(87,8,1)	وَنُيَسِّرُكَ	dan Kami memudahkan
(87,8,2)	لِلْيُسْرَىٰ	untuk kemudahan
(87,9,1)	فَذَكِّرْ	maka berilah peringatan
(87,9,2)	إِن	sesungguhnya
(87,9,3)	نَّفَعَتِ	berguna
(87,9,4)	ٱلذِّكْرَىٰ	peringatan
(87,10,1)	سَيَذَّكَّرُ	akan menerima peringatan
(87,10,2)	مَن	orang yang
(87,10,3)	يَخْشَىٰ	ia takut
(87,11,1)	وَيَتَجَنَّبُهَا	dan akan menjauhi
(87,11,2)	ٱلْأَشْقَى	orang yang celaka
(87,12,1)	ٱلَّذِى	yang
(87,12,2)	يَصْلَى	ia akan masuk
(87,12,3)	ٱلنَّارَ	api/neraka
(87,12,4)	ٱلْكُبْرَىٰ	yang besar
(87,13,1)	ثُمَّ	kemudian
(87,13,2)	لَا	tidak
(87,13,3)	يَمُوتُ	ia mati
(87,13,4)	فِيهَا	di dalamnya
(87,13,5)	وَلَا	dan tidak
(87,13,6)	يَحْيَىٰ	ia hidup
(87,14,1)	قَدْ	sungguh
(87,14,2)	أَفْلَحَ	beruntung
(87,14,3)	مَن	siapa/orang
(87,14,4)	تَزَكَّىٰ	dia membersihkan diri
(87,15,1)	وَذَكَرَ	dan dia mengingat
(87,15,2)	ٱسْمَ	nama
(87,15,3)	رَبِّهِۦ	Tuhannya
(87,15,4)	فَصَلَّىٰ	dan dia mendirikan sholat
(87,16,1)	بَلْ	bahkan/tetapi
(87,16,2)	تُؤْثِرُونَ	kamu memilih
(87,16,3)	ٱلْحَيَوٰةَ	kehidupan
(87,16,4)	ٱلدُّنْيَا	dunia
(87,17,1)	وَٱلْءَاخِرَةُ	dan akherat
(87,17,2)	خَيْرٌ	lebih baik
(87,17,3)	وَأَبْقَىٰٓ	dan lebih kekal
(87,18,1)	إِنَّ	sungguh
(87,18,2)	هَٰذَا	ini
(87,18,3)	لَفِى	benar-benar dalam
(87,18,4)	ٱلصُّحُفِ	kitab-kitab
(87,18,5)	ٱلْأُولَىٰ	terdahulu
(87,19,1)	صُحُفِ	kitab
(87,19,2)	إِبْرَٰهِيمَ	Ibrahim
(87,19,3)	وَمُوسَىٰ	dan Musa
(88,1,1)	هَلْ	apakah
(88,1,2)	أَتَىٰكَ	telah datang kepadamu
(88,1,3)	حَدِيثُ	cerita/berita
(88,1,4)	ٱلْغَٰشِيَةِ	peristiwa yang dahsyat
(88,2,1)	وُجُوهٌ	wajah
(88,2,2)	يَوْمَئِذٍ	pada hari itu
(88,2,3)	خَٰشِعَةٌ	tertunduk
(88,3,1)	عَامِلَةٌ	kerja keras
(88,3,2)	نَّاصِبَةٌ	letih/kepayahan
(88,4,1)	تَصْلَىٰ	ia memasuki
(88,4,2)	نَارًا	api/neraka
(88,4,3)	حَامِيَةً	sangat panas
(88,5,1)	تُسْقَىٰ	ia diberikan minuman
(88,5,2)	مِنْ	dari
(88,5,3)	عَيْنٍ	mata air
(88,5,4)	ءَانِيَةٍ	sangat panas/mendidih
(88,6,1)	لَّيْسَ	tidak ada
(88,6,2)	لَهُمْ	bagi mereka
(88,6,3)	طَعَامٌ	makanan
(88,6,4)	إِلَّا	kecuali
(88,6,5)	مِن	dari
(88,6,6)	ضَرِيعٍ	pohon berduri
(88,7,1)	لَّا	tidak
(88,7,2)	يُسْمِنُ	menggemukkan
(88,7,3)	وَلَا	dan tidak
(88,7,4)	يُغْنِى	mencukupi/menghilangkan
(88,7,5)	مِن	dari
(88,7,6)	جُوعٍ	lapar
(88,8,1)	وُجُوهٌ	wajah-wajah
(88,8,2)	يَوْمَئِذٍ	pada hari itu
(88,8,3)	نَّاعِمَةٌ	penuh kenikmatan/berseri-seri
(88,9,1)	لِّسَعْيِهَا	karena usahanya
(88,9,2)	رَاضِيَةٌ	merasa senang
(88,10,1)	فِى	dalam
(88,10,2)	جَنَّةٍ	sorga
(88,10,3)	عَالِيَةٍ	yang tinggi
(88,11,1)	لَّا	tidak
(88,11,2)	تَسْمَعُ	kamu mendengar
(88,11,3)	فِيهَا	di dalamnya
(88,11,4)	لَٰغِيَةً	sia-sia/tidak berguna
(88,12,1)	فِيهَا	di dalamnya
(88,12,2)	عَيْنٌ	mata air
(88,12,3)	جَارِيَةٌ	mengalir
(88,13,1)	فِيهَا	di dalamnya
(88,13,2)	سُرُرٌ	tempat tempat duduk
(88,13,3)	مَّرْفُوعَةٌ	yang tinggi
(88,14,1)	وَأَكْوَابٌ	dan gelas-gelas
(88,14,2)	مَّوْضُوعَةٌ	terletak/tersedia
(88,15,1)	وَنَمَارِقُ	dan bantal-bantal
(88,15,2)	مَصْفُوفَةٌ	berbaris/tersusun
(88,16,1)	وَزَرَابِىُّ	dan permadani
(88,16,2)	مَبْثُوثَةٌ	terhampar
(88,17,1)	أَفَلَا	maka apakah tidak
(88,17,2)	يَنظُرُونَ	mereka memperhatikan
(88,17,3)	إِلَى	kepada
(88,17,4)	ٱلْإِبِلِ	unta
(88,17,5)	كَيْفَ	bagaimana
(88,17,6)	خُلِقَتْ	ia diciptakan
(88,18,1)	وَإِلَى	dan kepada
(88,18,2)	ٱلسَّمَآءِ	langit
(88,18,3)	كَيْفَ	bagaimana
(88,18,4)	رُفِعَتْ	ia ditinggikan
(88,19,1)	وَإِلَى	dan kepada
(88,19,2)	ٱلْجِبَالِ	gunung-gunung
(88,19,3)	كَيْفَ	bagaimana
(88,19,4)	نُصِبَتْ	ia ditegakkan
(88,20,1)	وَإِلَى	dan kepada
(88,20,2)	ٱلْأَرْضِ	bumi
(88,20,3)	كَيْفَ	bagaimana
(88,20,4)	سُطِحَتْ	ia dihamparkan
(88,21,1)	فَذَكِّرْ	maka berilah peringatan
(88,21,2)	إِنَّمَآ	sesungguhnya
(88,21,3)	أَنتَ	kamu
(88,21,4)	مُذَكِّرٌ	seorang pemberi peringatan
(88,22,1)	لَّسْتَ	bakankah kamu
(88,22,2)	عَلَيْهِم	atas mereka
(88,22,3)	بِمُصَيْطِرٍ	dengan berkuasa
(88,23,1)	إِلَّا	kecuali
(88,23,2)	مَن	siapa
(88,23,3)	تَوَلَّىٰ	ia berpaling
(88,23,4)	وَكَفَرَ	dan ia kafir
(88,24,1)	فَيُعَذِّبُهُ	maka akan menyiksanya
(88,24,2)	ٱللَّهُ	Allah
(88,24,3)	ٱلْعَذَابَ	azab/siksaan
(88,24,4)	ٱلْأَكْبَرَ	besar
(88,25,1)	إِنَّ	sesungguhnya
(88,25,2)	إِلَيْنَآ	kepada Kami
(88,25,3)	إِيَابَهُمْ	kembali mereka
(88,26,1)	ثُمَّ	kemudian
(88,26,2)	إِنَّ	sesungguhnya
(88,26,3)	عَلَيْنَا	atas kami
(88,26,4)	حِسَابَهُم	perhitungan mereka
(89,1,1)	وَٱلْفَجْرِ	demi fajar
(89,2,1)	وَلَيَالٍ	dan malam-malam
(89,2,2)	عَشْرٍ	sepuluh
(89,3,1)	وَٱلشَّفْعِ	dan yang genap
(89,3,2)	وَٱلْوَتْرِ	dan yang ganjil
(89,4,1)	وَٱلَّيْلِ	dan malam
(89,4,2)	إِذَا	apabila
(89,4,3)	يَسْرِ	berlalu
(89,5,1)	هَلْ	apakah/bukankah
(89,5,2)	فِى	pada
(89,5,3)	ذَٰلِكَ	itu/yang demikian
(89,5,4)	قَسَمٌ	sumpah
(89,5,5)	لِّذِى	bagi memiliki
(89,5,6)	حِجْرٍ	akal
(89,6,1)	أَلَمْ	tidakkah
(89,6,2)	تَرَ	lihat/perhatikan
(89,6,3)	كَيْفَ	bagaimana
(89,6,4)	فَعَلَ	berbuat
(89,6,5)	رَبُّكَ	Tuhanmu
(89,6,6)	بِعَادٍ	terhadap kaum 'Ad
(89,7,1)	إِرَمَ	kaum Iram
(89,7,2)	ذَاتِ	memiliki
(89,7,3)	ٱلْعِمَادِ	tiang/bangunan tinggi
(89,8,1)	ٱلَّتِى	yang
(89,8,2)	لَمْ	tidak/belum
(89,8,3)	يُخْلَقْ	diciptakan/dibangun
(89,8,4)	مِثْلُهَا	seperti itu/serupa itu
(89,8,5)	فِى	pada
(89,8,6)	ٱلْبِلَٰدِ	negeri
(89,9,1)	وَثَمُودَ	dan Samud
(89,9,2)	ٱلَّذِينَ	orang-orang yang
(89,9,3)	جَابُوا۟	(mereka) memotong
(89,9,4)	ٱلصَّخْرَ	batu-batu besar
(89,9,5)	بِٱلْوَادِ	di lembah
(89,10,1)	وَفِرْعَوْنَ	dan Fir'aun
(89,10,2)	ذِى	memiliki
(89,10,3)	ٱلْأَوْتَادِ	pasak-pasak (bala tentara)
(89,11,1)	ٱلَّذِينَ	orang-orang yang
(89,11,2)	طَغَوْا۟	(mereka) melampui batas
(89,11,3)	فِى	pada
(89,11,4)	ٱلْبِلَٰدِ	negeri-negeri itu
(89,12,1)	فَأَكْثَرُوا۟	lalu mereka banyak berbuat
(89,12,2)	فِيهَا	didalamnya
(89,12,3)	ٱلْفَسَادَ	kerusakan
(89,13,1)	فَصَبَّ	maka menimpakan
(89,13,2)	عَلَيْهِمْ	atas mereka
(89,13,3)	رَبُّكَ	Tuhanmu
(89,13,4)	سَوْطَ	cemeti/cambuk
(89,13,5)	عَذَابٍ	azab
(89,14,1)	إِنَّ	sesungguhnya
(89,14,2)	رَبَّكَ	Tuhanmu
(89,14,3)	لَبِٱلْمِرْصَادِ	benar-benar mengawasi
(89,15,1)	فَأَمَّا	maka adapun
(89,15,2)	ٱلْإِنسَٰنُ	manusia
(89,15,3)	إِذَا	apabila
(89,15,4)	مَا	apa
(89,15,5)	ٱبْتَلَىٰهُ	mengujinya
(89,15,6)	رَبُّهُۥ	Tuhannya
(89,15,7)	فَأَكْرَمَهُۥ	lalu Dia memuliakannya
(89,15,8)	وَنَعَّمَهُۥ	dan Dia memberikan nikmat padanya
(89,15,9)	فَيَقُولُ	maka ia akan berkata
(89,15,10)	رَبِّىٓ	Tuhanku
(89,15,11)	أَكْرَمَنِ	Dia telah memuliakanku
(89,16,1)	وَأَمَّآ	dan adapun/tetapi
(89,16,2)	إِذَا	apabila
(89,16,3)	مَا	apa
(89,16,4)	ٱبْتَلَىٰهُ	mengujinya
(89,16,5)	فَقَدَرَ	lalu Dia menentukan/menyempitkan
(89,16,6)	عَلَيْهِ	atasnya
(89,16,7)	رِزْقَهُۥ	rizkinya
(89,16,8)	فَيَقُولُ	lalu dia akan berkata
(89,16,9)	رَبِّىٓ	Tuhanku
(89,16,10)	أَهَٰنَنِ	Dia menghinaku
(89,17,1)	كَلَّاۖ	sekali-kali tidak
(89,17,2)	بَل	tetapi/bahkan
(89,17,3)	لَّا	tidak
(89,17,4)	تُكْرِمُونَ	kamu memuliakan
(89,17,5)	ٱلْيَتِيمَ	anak yatim
(89,18,1)	وَلَا	dan tidak
(89,18,2)	تَحَٰٓضُّونَ	saling menganjurkan
(89,18,3)	عَلَىٰ	atas
(89,18,4)	طَعَامِ	memberi makan
(89,18,5)	ٱلْمِسْكِينِ	orang miskin
(89,19,1)	وَتَأْكُلُونَ	dan kamu memakan
(89,19,2)	ٱلتُّرَاثَ	harta warisan
(89,19,3)	أَكْلًا	dengan makan
(89,19,4)	لَّمًّا	loba
(89,20,1)	وَتُحِبُّونَ	dan kamu mencintai
(89,20,2)	ٱلْمَالَ	harta
(89,20,3)	حُبًّا	cinta
(89,20,4)	جَمًّا	berlebihan
(89,21,1)	كَلَّآ	sekali-kali tidak
(89,21,2)	إِذَا	apabila
(89,21,3)	دُكَّتِ	digoncangkan/dihancurkan
(89,21,4)	ٱلْأَرْضُ	bumi
(89,21,5)	دَكًّا	goncangan
(89,21,6)	دَكًّا	goncangan
(89,22,1)	وَجَآءَ	dan datang
(89,22,2)	رَبُّكَ	Tuhanmu
(89,22,3)	وَٱلْمَلَكُ	dan malaikat
(89,22,4)	صَفًّا	berbaris
(89,22,5)	صَفًّا	baris
(89,23,1)	وَجِا۟ىٓءَ	dan didatangkan/diperlihatkan
(89,23,2)	يَوْمَئِذٍۭ	pada hari itu
(89,23,3)	بِجَهَنَّمَۚ	neraka Jahanam
(89,23,4)	يَوْمَئِذٍ	pada hari itu
(89,23,5)	يَتَذَكَّرُ	akan ingat
(89,23,6)	ٱلْإِنسَٰنُ	manusia
(89,23,7)	وَأَنَّىٰ	dan bagaimana
(89,23,8)	لَهُ	baginya
(89,23,9)	ٱلذِّكْرَىٰ	ingat/mengingat
(89,24,1)	يَقُولُ	dia berkata
(89,24,2)	يَٰلَيْتَنِى	alangkah baiknya aku dulu
(89,24,3)	قَدَّمْتُ	aku dahulukan/kerjakan
(89,24,4)	لِحَيَاتِى	untuk hidupku
(89,25,1)	فَيَوْمَئِذٍ	maka pada hari itu
(89,25,2)	لَّا	tidak
(89,25,3)	يُعَذِّبُ	menyiksa
(89,25,4)	عَذَابَهُۥٓ	siksa-Nya
(89,25,5)	أَحَدٌ	seorang/satu
(89,26,1)	وَلَا	dan tidak
(89,26,2)	يُوثِقُ	mengikat
(89,26,3)	وَثَاقَهُۥٓ	ikatan-Nya
(89,26,4)	أَحَدٌ	seorang/satu
(89,27,1)	يَٰٓأَيَّتُهَا	hai
(89,27,2)	ٱلنَّفْسُ	jiwa/diri
(89,27,3)	ٱلْمُطْمَئِنَّةُ	tenang
(89,28,1)	ٱرْجِعِىٓ	kembalilah
(89,28,2)	إِلَىٰ	kepada
(89,28,3)	رَبِّكِ	Tuhanmu
(89,28,4)	رَاضِيَةً	rida/puas
(89,28,5)	مَّرْضِيَّةً	diridhoi
(89,29,1)	فَٱدْخُلِى	maka masuklah
(89,29,2)	فِى	dalam
(89,29,3)	عِبَٰدِى	hamba-Ku
(89,30,1)	وَٱدْخُلِى	dan masuklah
(89,30,2)	جَنَّتِى	surga-Ku
(90,1,1)	لَآ	sungguh
(90,1,2)	أُقْسِمُ	Aku bersumpah
(90,1,3)	بِهَٰذَا	dengan ini
(90,1,4)	ٱلْبَلَدِ	negeri
(90,2,1)	وَأَنتَ	dan kamu
(90,2,2)	حِلٌّۢ	halal/bertempat
(90,2,3)	بِهَٰذَا	dengan ini
(90,2,4)	ٱلْبَلَدِ	negeri
(90,3,1)	وَوَالِدٍ	demi bapak
(90,3,2)	وَمَا	dan apa
(90,3,3)	وَلَدَ	ia lahirkan (anak)
(90,4,1)	لَقَدْ	sesungguhnya
(90,4,2)	خَلَقْنَا	Kami telah menciptakan
(90,4,3)	ٱلْإِنسَٰنَ	manusia
(90,4,4)	فِى	dalam
(90,4,5)	كَبَدٍ	susah payah
(90,5,1)	أَيَحْسَبُ	apakah (manusia) menyangka
(90,5,2)	أَن	bahwa
(90,5,3)	لَّن	tidak
(90,5,4)	يَقْدِرَ	berkuasa
(90,5,5)	عَلَيْهِ	atasnya
(90,5,6)	أَحَدٌ	seseorang/satu
(90,6,1)	يَقُولُ	ia berkata
(90,6,2)	أَهْلَكْتُ	aku telah binasakan/habiskan
(90,6,3)	مَالًا	harta
(90,6,4)	لُّبَدًا	banyak
(90,7,1)	أَيَحْسَبُ	apakah ia menyangka
(90,7,2)	أَن	bahwa
(90,7,3)	لَّمْ	tidak
(90,7,4)	يَرَهُۥٓ	berkuasa
(90,7,5)	أَحَدٌ	seorang/satu
(90,8,1)	أَلَمْ	bukankah
(90,8,2)	نَجْعَل	Kami jadikan
(90,8,3)	لَّهُۥ	baginya
(90,8,4)	عَيْنَيْنِ	dua buah mata
(90,9,1)	وَلِسَانًا	dan lisan/lidah
(90,9,2)	وَشَفَتَيْنِ	dan dua buah bibir
(90,10,1)	وَهَدَيْنَٰهُ	dan Kami telah tunjukannya
(90,10,2)	ٱلنَّجْدَيْنِ	dua jalan
(90,11,1)	فَلَا	maka/tetapi tidak
(90,11,2)	ٱقْتَحَمَ	ia menempuh
(90,11,3)	ٱلْعَقَبَةَ	pendakian/mendaki
(90,12,1)	وَمَآ	da apakah
(90,12,2)	أَدْرَىٰكَ	kamu tahu
(90,12,3)	مَا	apa
(90,12,4)	ٱلْعَقَبَةُ	pendakian itu
(90,13,1)	فَكُّ	memerdekakan
(90,13,2)	رَقَبَةٍ	budak
(90,14,1)	أَوْ	atau
(90,14,2)	إِطْعَٰمٌ	memberi makan
(90,14,3)	فِى	pada
(90,14,4)	يَوْمٍ	hari
(90,14,5)	ذِى	mempunyai
(90,14,6)	مَسْغَبَةٍ	kelaparan
(90,15,1)	يَتِيمًا	anak yatim
(90,15,2)	ذَا	mempunyai
(90,15,3)	مَقْرَبَةٍ	dekat/kerabat
(90,16,1)	أَوْ	atau
(90,16,2)	مِسْكِينًا	orang miskin
(90,16,3)	ذَا	mempunyai
(90,16,4)	مَتْرَبَةٍ	sangat payah/melarat
(90,17,1)	ثُمَّ	kemudian
(90,17,2)	كَانَ	adalah ia
(90,17,3)	مِنَ	dari
(90,17,4)	ٱلَّذِينَ	orang-orang yang
(90,17,5)	ءَامَنُوا۟	beriman
(90,17,6)	وَتَوَاصَوْا۟	dan mereka saling berwasiat/berpesan
(90,17,7)	بِٱلصَّبْرِ	dengan kesabaran
(90,17,8)	وَتَوَاصَوْا۟	dan mereka saling berwasiat/berpesan
(90,17,9)	بِٱلْمَرْحَمَةِ	dengan kasih-sayang
(90,18,1)	أُو۟لَٰٓئِكَ	mereka itu
(90,18,2)	أَصْحَٰبُ	golongan
(90,18,3)	ٱلْمَيْمَنَةِ	kanan
(90,19,1)	وَٱلَّذِينَ	dan orang-orang yang
(90,19,2)	كَفَرُوا۟	kafir/ingkar
(90,19,3)	بِـَٔايَٰتِنَا	dengan ayat-ayat Kami
(90,19,4)	هُمْ	mereka
(90,19,5)	أَصْحَٰبُ	golongan
(90,19,6)	ٱلْمَشْـَٔمَةِ	kiri
(90,20,1)	عَلَيْهِمْ	atas/untuk mereka
(90,20,2)	نَارٌ	api/neraka
(90,20,3)	مُّؤْصَدَةٌۢ	tertutup rapat
(91,1,1)	وَٱلشَّمْسِ	demi matahari
(91,1,2)	وَضُحَىٰهَا	dan cahayanya pagi hari
(91,2,1)	وَٱلْقَمَرِ	dan bulan
(91,2,2)	إِذَا	apabila
(91,2,3)	تَلَىٰهَا	mengiringinya
(91,3,1)	وَٱلنَّهَارِ	dan siang
(91,3,2)	إِذَا	apabila
(91,3,3)	جَلَّىٰهَا	menampakkannya
(91,4,1)	وَٱلَّيْلِ	dan malam
(91,4,2)	إِذَا	apabila
(91,4,3)	يَغْشَىٰهَا	menutupinya
(91,5,1)	وَٱلسَّمَآءِ	dan langit
(91,5,2)	وَمَا	dan apa
(91,5,3)	بَنَىٰهَا	pembinaannya
(91,6,1)	وَٱلْأَرْضِ	dan bumi
(91,6,2)	وَمَا	dan apa
(91,6,3)	طَحَىٰهَا	penghamparannya
(91,7,1)	وَنَفْسٍ	dan manusia/jiwa
(91,7,2)	وَمَا	dan apa
(91,7,3)	سَوَّىٰهَا	penyempurnaanya
(91,8,1)	فَأَلْهَمَهَا	maka Dia mengilhamkan padanya
(91,8,2)	فُجُورَهَا	kedurhakaanya
(91,8,3)	وَتَقْوَىٰهَا	dan ketaqwaannya
(91,9,1)	قَدْ	sesungguhnya
(91,9,2)	أَفْلَحَ	beruntung
(91,9,3)	مَن	siapa/orang
(91,9,4)	زَكَّىٰهَا	mensucikannya
(91,10,1)	وَقَدْ	dan sesungguhnya
(91,10,2)	خَابَ	celaka/rugi
(91,10,3)	مَن	orang
(91,10,4)	دَسَّىٰهَا	mengotorinya
(91,11,1)	كَذَّبَتْ	telah mendustakan
(91,11,2)	ثَمُودُ	Samud
(91,11,3)	بِطَغْوَىٰهَآ	dan melampui batas
(91,12,1)	إِذِ	ketika
(91,12,2)	ٱنۢبَعَثَ	bangkit
(91,12,3)	أَشْقَىٰهَا	orang yang lebih celaka diantaranya
(91,13,1)	فَقَالَ	dan berkata
(91,13,2)	لَهُمْ	kepada mereka
(91,13,3)	رَسُولُ	rasul
(91,13,4)	ٱللَّهِ	Allah
(91,13,5)	نَاقَةَ	unta betina
(91,13,6)	ٱللَّهِ	Allah
(91,13,7)	وَسُقْيَٰهَا	dan minumannya
(91,14,1)	فَكَذَّبُوهُ	dan mendustakan
(91,14,2)	فَعَقَرُوهَا	maka mereka melukai/menyembelih
(91,14,3)	فَدَمْدَمَ	maka menurunkan azab/membinasakan
(91,14,4)	عَلَيْهِمْ	atas mereka
(91,14,5)	رَبُّهُم	Tuhan mereka
(91,14,6)	بِذَنۢبِهِمْ	dengan dosa-dosa mereka
(91,14,7)	فَسَوَّىٰهَا	dan Dia meratakannya
(91,15,1)	وَلَا	dan tidak
(91,15,2)	يَخَافُ	takut
(91,15,3)	عُقْبَٰهَا	akibatnya
(92,1,1)	وَٱلَّيْلِ	demi malam
(92,1,2)	إِذَا	apabila
(92,1,3)	يَغْشَىٰ	ia menutup
(92,2,1)	وَٱلنَّهَارِ	dan siang
(92,2,2)	إِذَا	apabila
(92,2,3)	تَجَلَّىٰ	terang benderang
(92,3,1)	وَمَا	dan apa
(92,3,2)	خَلَقَ	ciptakan
(92,3,3)	ٱلذَّكَرَ	laki-laki
(92,3,4)	وَٱلْأُنثَىٰٓ	dan perempuan
(92,4,1)	إِنَّ	sesungguhnya
(92,4,2)	سَعْيَكُمْ	usahamu
(92,4,3)	لَشَتَّىٰ	sungguh berbeda-beda
(92,5,1)	فَأَمَّا	maka adapun
(92,5,2)	مَنْ	orang
(92,5,3)	أَعْطَىٰ	ia memberikan
(92,5,4)	وَٱتَّقَىٰ	dan bertaqwa
(92,6,1)	وَصَدَّقَ	dan ia membenarkan/akui
(92,6,2)	بِٱلْحُسْنَىٰ	dengan kebaikan
(92,7,1)	فَسَنُيَسِّرُهُۥ	maka Kami akan memudahkannya
(92,7,2)	لِلْيُسْرَىٰ	pada yang mudah
(92,8,1)	وَأَمَّا	dan adapun
(92,8,2)	مَنۢ	orang
(92,8,3)	بَخِلَ	ia kikir
(92,8,4)	وَٱسْتَغْنَىٰ	dan ia merasa cukup
(92,9,1)	وَكَذَّبَ	dan ia mendustakan
(92,9,2)	بِٱلْحُسْنَىٰ	dengan kebaikan
(92,10,1)	فَسَنُيَسِّرُهُۥ	maka Kami akan memudahkan
(92,10,2)	لِلْعُسْرَىٰ	pada yang sukar
(92,11,1)	وَمَا	dan tidak
(92,11,2)	يُغْنِى	mencukupi/berguna
(92,11,3)	عَنْهُ	dari padanya/baginya
(92,11,4)	مَالُهُۥٓ	hartanya
(92,11,5)	إِذَا	apabila
(92,11,6)	تَرَدَّىٰٓ	ia telah binasa
(92,12,1)	إِنَّ	sesungguhnya
(92,12,2)	عَلَيْنَا	bagi Kami
(92,12,3)	لَلْهُدَىٰ	kesudahan/akherat
(92,13,1)	وَإِنَّ	dan sesungguhnya
(92,13,2)	لَنَا	milik Kamilah
(92,13,3)	لَلْءَاخِرَةَ	akhirat
(92,13,4)	وَٱلْأُولَىٰ	dan dunia itu
(92,14,1)	فَأَنذَرْتُكُمْ	maka peringatkanlah
(92,14,2)	نَارًا	api neraka
